date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2020-01-22,3,3,-6,-5,-5,6,-2,-1,6,178,1029,10,0.0,0.0,6.6,-10,52,1,21209
2020-01-23,7,7,0,0,0,5,2,3,6,159,1022,12,5.7,0.0,5.0,-4,64,1,21209
2020-01-24,8,8,3,2,2,4,6,7,10,201,1012,16,35.6,0.0,5.0,5,93,2,21209
2020-01-25,2,2,0,-3,-3,5,2,2,13,245,1017,17,0.8,0.3,5.0,0,90,1,21209
2020-01-26,5,5,-3,-3,-3,5,1,1,9,249,1017,13,0.2,0.2,5.0,-1,87,1,21209
2020-01-27,5,5,-1,-1,-1,4,2,3,7,308,1014,10,0.0,0.0,5.0,1,89,1,21209
2020-01-28,4,4,-1,-1,-1,6,1,2,4,296,1019,6,0.0,0.0,5.0,-2,82,1,21209
2020-01-29,4,4,-2,-2,-2,6,1,2,6,70,1020,8,0.0,0.0,5.1,-2,80,1,21209
2020-01-30,5,5,-2,-1,-1,6,1,2,4,113,1022,6,0.1,0.0,5.1,-2,80,1,21209
2020-01-31,4,4,0,1,1,3,2,3,3,55,1021,6,13.3,0.0,5.1,1,94,1,21209
2020-02-01,6,6,1,0,0,4,3,4,7,269,1016,11,0.8,0.0,5.3,1,88,1,21209
2020-02-02,12,12,1,2,2,6,6,8,15,248,1010,24,0.0,0.0,10.6,4,84,3,21209
2020-02-03,15,15,7,9,9,5,11,12,13,213,1011,23,0.2,0.0,8.5,8,81,3,21209
2020-02-04,13,13,7,10,10,3,12,13,12,225,1010,18,47.2,0.0,5.3,11,94,3,21209
2020-02-05,4,4,-4,-2,-2,4,2,2,12,63,1012,17,13.2,0.0,5.3,2,92,1,21209
2020-02-06,5,5,0,1,1,3,4,4,7,317,999,11,3.0,0.0,5.3,3,95,1,21209
2020-02-07,1,1,-3,-7,-7,2,-2,-1,12,282,1008,16,6.3,5.1,5.3,-4,87,1,21209
2020-02-08,2,2,-4,-5,-5,5,-1,1,9,232,1023,13,1.0,0.6,5.4,-3,86,1,21209
2020-02-09,6,6,-4,-2,-2,5,1,2,11,161,1026,18,0.2,0.0,10.0,-1,80,1,21209
2020-02-10,10,10,5,5,5,3,8,9,13,213,1018,22,9.1,0.0,5.4,7,92,2,21209
2020-02-11,6,6,2,0,0,5,3,4,8,207,1020,11,19.4,0.0,8.5,1,87,1,21209
2020-02-12,3,3,-1,-1,-1,5,2,2,7,99,1017,10,20.6,0.0,7.0,0,87,1,21209
2020-02-13,4,4,-4,-3,-3,5,2,3,11,289,1015,16,15.7,0.2,5.4,0,90,1,21209
2020-02-14,-2,-2,-10,-11,-11,5,-6,-5,7,323,1034,9,0.1,0.1,10.1,-14,57,1,21209
2020-02-15,6,6,-7,-5,-5,6,-1,1,9,195,1028,15,0.0,0.0,10.9,-9,54,2,21209
2020-02-16,5,5,-1,-1,-1,4,2,3,6,230,1021,10,1.0,0.0,5.4,0,88,1,21209
2020-02-17,13,13,1,3,3,4,6,7,10,131,1018,17,0.0,0.0,5.5,4,85,2,21209
2020-02-18,10,10,4,6,6,4,8,9,11,304,1018,16,14.1,0.0,5.5,7,91,2,21209
2020-02-19,6,6,-2,-2,-2,5,2,3,7,32,1032,11,0.1,0.0,11.0,-3,74,2,21209
2020-02-20,3,3,-5,-5,-5,6,0,1,10,23,1033,14,0.0,0.0,7.0,-7,61,1,21209
2020-02-21,4,4,-7,-5,-5,6,-2,0,4,213,1037,6,0.0,0.0,11.0,-13,47,2,21209
2020-02-22,8,8,-4,-2,-2,6,1,3,8,228,1030,13,0.0,0.0,11.0,-8,52,2,21209
2020-02-23,10,10,-2,1,1,6,5,6,9,218,1022,16,0.0,0.0,11.1,-1,69,3,21209
