date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2020-01-22,5,5,1,-2,-2,5,3,3,17,170,1015,25,9.8,2.4,5.0,2,92,1,20173
2020-01-23,8,8,0,-1,-1,4,3,5,13,320,1015,18,0.9,0.0,8.3,0,83,2,20173
2020-01-24,6,6,-2,-3,-3,5,1,2,10,323,1020,14,0.7,0.2,10.0,-3,73,2,20173
2020-01-25,8,8,-1,1,1,6,3,4,5,157,1019,8,0.0,0.0,5.0,-1,76,1,20173
2020-01-26,13,13,3,6,6,6,7,8,3,321,1016,6,0.0,0.0,10.1,2,71,3,20173
2020-01-27,10,10,5,4,4,6,6,7,8,47,1016,12,0.0,0.0,10.1,2,72,3,20173
2020-01-28,2,2,0,-3,-3,4,2,2,13,39,1019,17,5.3,3.5,5.1,-1,86,1,20173
2020-01-29,2,2,-3,-4,-4,5,0,0,7,15,1022,10,3.0,3.2,5.1,-1,93,1,20173
2020-01-30,6,6,-1,-1,-1,6,2,2,5,194,1022,8,0.0,0.0,6.7,0,86,1,20173
2020-01-31,8,8,-1,0,0,6,3,4,8,307,1020,12,0.0,0.0,10.2,-2,70,2,20173
2020-02-01,14,14,1,4,4,6,6,7,8,267,1019,14,0.0,0.0,10.2,-1,62,3,20173
2020-02-02,21,21,7,11,11,6,13,13,9,251,1011,17,0.0,0.0,10.2,3,53,4,20173
2020-02-03,17,17,5,10,10,6,12,13,14,260,1002,23,0.0,0.0,10.0,2,56,3,20173
2020-02-04,0,0,-1,-6,-6,5,0,-1,14,16,1016,17,0.5,0.3,5.1,-4,74,1,20173
2020-02-05,1,1,-3,-7,-7,5,-2,-1,11,124,1017,14,0.1,0.0,8.4,-8,64,1,20173
2020-02-06,6,6,-4,-3,-3,6,0,1,6,269,1008,9,0.0,0.0,10.3,-9,53,2,20173
2020-02-07,7,7,-1,0,0,6,2,4,7,332,1011,11,0.0,0.0,10.7,-5,57,2,20173
2020-02-08,10,10,-1,2,2,6,4,5,9,168,1019,14,0.0,0.0,10.7,-2,67,2,20173
2020-02-09,12,12,2,4,4,6,8,10,16,314,1014,23,0.2,0.0,8.5,3,70,3,20173
2020-02-10,8,8,-1,0,0,6,3,3,7,21,1023,9,0.5,0.0,8.5,-5,57,2,20173
2020-02-11,8,8,1,1,1,5,4,4,7,40,1025,10,1.0,0.3,10.8,-4,59,2,20173
2020-02-12,1,1,-7,-2,-2,2,1,1,6,225,1015,8,15.6,12.2,5.4,0,89,1,20173
2020-02-13,-1,-1,-8,-11,-11,5,-5,-5,12,21,1030,15,0.2,0.3,10.1,-16,44,2,20173
2020-02-14,3,3,-12,-11,-11,6,-5,-5,10,163,1031,15,0.0,0.0,10.9,-13,57,2,20173
2020-02-15,11,11,1,1,1,6,5,7,12,147,1018,21,0.0,0.0,10.1,1,80,2,20173
2020-02-16,13,13,1,4,4,6,6,7,6,150,1016,10,0.0,0.0,10.9,3,82,3,20173
2020-02-17,17,17,6,8,8,4,10,12,9,226,1011,15,0.1,0.0,10.1,4,72,3,20173
2020-02-18,8,8,2,1,1,6,5,5,13,18,1026,17,0.0,0.0,11.0,-4,56,2,20173
2020-02-19,8,8,-1,0,0,5,3,4,8,110,1032,11,0.5,0.0,7.0,-4,60,1,20173
2020-02-20,2,2,-3,-6,-6,4,-1,-1,12,17,1040,15,3.8,3.3,10.1,-6,74,1,20173
2020-02-21,7,7,-4,-3,-3,6,0,1,8,199,1036,13,0.0,0.0,11.0,-8,56,2,20173
2020-02-22,13,13,0,2,2,6,6,6,12,196,1022,20,0.0,0.0,11.1,-1,64,3,20173
2020-02-23,10,10,7,6,6,4,8,8,10,143,1013,15,14.0,0.0,5.5,7,91,2,20173
2020-02-24,8,8,5,4,4,4,7,8,12,124,1005,18,41.1,0.0,8.6,5,88,2,20173
2020-02-25,6,6,0,-1,-1,3,3,3,12,207,1015,16,5.3,0.0,5.6,1,86,1,20173
2020-02-26,3,3,-2,-6,-6,4,0,0,14,340,1029,18,0.5,0.0,11.1,-6,65,2,20173
2020-02-27,11,11,-2,0,0,6,4,5,10,257,1024,15,0.0,0.0,7.1,-5,58,1,20173
2020-02-28,15,15,0,4,4,6,7,8,9,294,1024,15,0.0,0.0,11.2,-1,62,3,20173
