date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2020-01-22,2,2,-11,-5,-5,6,-4,-2,2,235,1030,4,0.0,0.0,8.7,-7,83,2,25011
2020-01-23,3,3,-6,-2,-2,6,-2,0,2,185,1028,3,0.0,0.0,7.0,-5,79,1,25011
2020-01-24,5,5,-6,-1,-1,4,0,1,3,44,1029,6,0.0,0.0,8.7,-4,80,2,25011
2020-01-25,6,6,-1,-1,-1,2,2,3,7,95,1019,12,25.7,0.0,3.5,2,95,1,25011
2020-01-26,5,5,-2,-1,-1,5,2,3,6,269,1006,10,9.9,0.0,7.0,0,87,1,25011
2020-01-27,4,4,-3,-2,-2,6,1,2,6,277,1003,10,0.0,0.0,7.0,-2,85,2,25011
2020-01-28,3,3,-5,-5,-5,6,-2,0,6,315,1008,9,0.0,0.0,8.7,-5,81,2,25011
2020-01-29,3,3,-5,-4,-4,6,-2,-1,5,332,1017,6,0.0,0.0,8.7,-7,70,2,25011
2020-01-30,2,2,-7,-5,-5,6,-3,-2,3,75,1026,4,0.0,0.0,8.3,-15,40,1,25011
2020-01-31,4,4,-5,-3,-3,6,-1,1,4,220,1026,6,0.0,0.0,10.0,-7,64,2,25011
2020-02-01,3,3,-3,-1,-1,1,0,1,2,162,1013,3,0.5,0.0,5.0,-1,97,1,25011
2020-02-02,4,4,-4,-3,-3,5,-1,1,3,286,1000,5,0.0,0.0,8.3,-4,80,1,25011
2020-02-03,5,5,-5,-2,-2,6,0,2,5,283,1007,8,0.0,0.0,10.0,-3,82,2,25011
2020-02-04,7,7,0,2,2,5,3,5,3,181,1009,4,0.0,0.0,5.0,1,88,1,25011
2020-02-05,2,2,-4,-2,-2,6,0,1,4,231,1017,6,0.0,0.0,10.0,-5,68,1,25011
2020-02-06,2,2,-6,-3,-3,3,-1,0,3,134,1006,5,12.6,5.2,5.3,-1,93,1,25011
2020-02-07,10,10,-10,-3,-3,3,0,4,8,182,987,13,18.1,8.2,5.3,-2,92,1,25011
2020-02-08,-2,-2,-12,-13,-13,6,-7,-5,9,284,1019,14,0.0,0.0,8.4,-12,74,1,25011
2020-02-09,1,1,-13,-8,-8,4,-6,-4,3,180,1032,5,1.8,0.7,6.9,-8,84,1,25011
2020-02-10,5,5,-1,-1,-1,2,2,4,9,204,1020,13,4.1,0.7,5.3,2,95,1,25011
2020-02-11,5,5,-1,1,1,2,2,3,3,227,1014,4,2.2,0.0,5.3,1,95,1,25011
2020-02-12,2,2,-5,-4,-4,6,0,0,7,261,1018,10,0.1,0.0,10.7,-4,79,2,25011
2020-02-13,3,3,-3,-1,-1,3,1,2,4,142,1006,7,17.2,0.2,5.3,0,96,1,25011
2020-02-14,-7,-7,-14,-13,-13,6,-8,-8,7,324,1024,11,0.0,0.0,10.7,-13,70,2,25011
