date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2020-01-22,4,4,-5,-4,-4,6,-1,1,5,193,1029,8,0.0,0.0,7.1,-9,55,2,21003
2020-01-23,5,5,0,-1,-1,3,3,3,9,158,1021,14,16.0,0.0,5.2,-1,76,1,21003
2020-01-24,8,8,3,3,3,4,6,7,11,240,1013,17,10.6,0.2,5.2,5,89,2,21003
2020-01-25,3,3,-3,-3,-3,6,1,1,9,252,1019,13,0.3,0.0,5.3,-1,87,1,21003
2020-01-26,4,4,-5,-1,-1,6,2,3,6,197,1018,10,3.5,0.0,5.3,1,90,1,21003
2020-01-27,8,8,1,3,3,5,6,7,8,309,1015,12,4.5,0.0,6.8,4,89,2,21003
2020-01-28,8,8,-1,0,0,4,2,4,4,238,1019,7,0.0,0.0,10.6,0,83,2,21003
2020-01-29,4,4,1,1,1,4,3,3,5,43,1019,8,1.6,0.0,5.3,1,87,1,21003
2020-01-30,8,8,1,2,2,5,4,5,4,119,1021,6,0.4,0.0,5.3,2,84,1,21003
2020-01-31,8,8,5,5,5,3,6,7,5,216,1020,8,9.6,0.0,5.3,5,93,2,21003
2020-02-01,8,8,3,3,3,4,5,6,6,293,1017,10,4.3,0.0,5.3,3,88,2,21003
2020-02-02,14,14,2,5,5,6,8,9,11,240,1013,19,0.0,0.0,10.6,4,81,3,21003
2020-02-03,17,17,9,11,11,6,13,13,13,199,1012,22,0.0,0.0,8.5,9,76,3,21003
2020-02-04,16,16,13,13,13,4,14,14,12,204,1010,19,44.0,0.0,5.3,13,92,3,21003
2020-02-05,12,12,7,7,7,4,9,9,8,77,1009,12,12.9,0.0,5.4,9,95,2,21003
2020-02-06,5,5,0,1,1,4,4,4,7,321,999,11,6.0,0.1,5.4,3,94,1,21003
2020-02-07,1,1,-3,-7,-7,4,-2,-1,10,276,1010,14,3.7,2.1,5.4,-4,87,1,21003
2020-02-08,5,5,-2,-3,-3,6,0,2,8,256,1023,13,0.1,0.0,10.0,-2,81,1,21003
2020-02-09,13,13,-2,2,2,6,6,7,13,178,1025,21,0.1,0.0,10.8,1,71,3,21003
2020-02-10,11,11,8,7,7,4,10,11,14,193,1018,23,29.8,0.0,5.4,9,92,3,21003
2020-02-11,7,7,3,3,3,5,6,6,7,342,1020,11,6.5,0.0,5.4,4,88,2,21003
2020-02-12,6,6,-1,2,2,4,5,5,7,85,1015,12,14.5,0.0,5.4,5,89,1,21003
2020-02-13,6,6,-4,-1,-1,6,3,4,11,310,1017,15,3.5,0.0,5.4,2,87,1,21003
2020-02-14,1,1,-8,-9,-9,6,-5,-4,8,234,1034,10,0.0,0.0,10.9,-13,54,2,21003
2020-02-15,8,8,-5,-3,-3,6,1,3,9,192,1028,15,0.0,0.0,10.9,-7,56,2,21003
2020-02-16,10,10,2,3,3,6,6,6,9,213,1021,15,0.2,0.0,5.5,3,82,2,21003
