date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2020-01-22,24,24,22,23,25,6,25,23,5,107,1018,7,0.1,0.0,11.0,16,66,6,15003
2020-01-23,25,25,22,23,25,6,25,24,5,192,1017,7,0.0,0.0,11.0,16,65,6,15003
2020-01-24,24,24,22,23,25,6,25,24,6,31,1018,8,0.0,0.0,11.0,18,71,6,15003
2020-01-25,24,24,22,23,25,5,25,24,14,67,1019,19,5.7,0.0,5.5,20,81,5,15003
2020-01-26,24,24,19,23,25,5,25,24,13,68,1019,18,1.4,0.0,8.6,19,78,5,15003
2020-01-27,24,24,23,24,25,6,25,24,9,91,1020,13,0.2,0.0,11.1,19,74,5,15003
2020-01-28,24,24,22,23,25,6,25,24,8,75,1019,11,0.6,0.0,10.1,18,75,5,15003
2020-01-29,25,25,23,24,26,6,26,24,6,170,1018,8,0.8,0.0,10.1,18,71,5,15003
2020-01-30,24,24,23,24,25,6,25,24,6,67,1017,8,0.1,0.0,11.1,18,71,5,15003
2020-01-31,24,24,23,24,25,5,25,24,11,59,1017,15,3.6,0.0,5.6,19,75,5,15003
2020-02-01,24,24,23,23,25,5,25,24,14,61,1017,19,2.5,0.0,7.1,18,73,5,15003
2020-02-02,24,24,22,23,25,5,25,24,16,74,1016,22,5.2,0.0,5.6,18,75,5,15003
2020-02-03,24,24,23,23,25,6,25,24,12,89,1016,17,0.9,0.0,11.1,18,74,5,15003
2020-02-04,24,24,23,23,25,5,25,24,5,149,1016,8,1.5,0.0,7.1,18,74,5,15003
2020-02-05,24,24,22,23,25,5,25,24,6,230,1014,9,9.7,0.0,7.1,18,73,5,15003
2020-02-06,21,21,20,21,21,5,22,21,16,10,1013,22,16.6,0.0,5.6,17,79,5,15003
2020-02-07,22,22,20,21,21,6,22,21,15,343,1011,20,0.5,0.0,8.6,14,68,5,15003
2020-02-08,22,22,19,21,21,6,22,21,15,346,1012,20,1.8,0.0,5.6,15,71,5,15003
2020-02-09,23,23,19,21,21,6,22,22,14,281,1012,19,1.0,0.0,11.2,14,65,6,15003
2020-02-10,22,22,17,20,20,5,22,21,20,328,1008,29,8.9,0.0,5.6,15,70,5,15003
2020-02-11,23,23,21,22,24,5,24,22,17,4,1008,23,4.2,0.0,5.6,17,74,5,15003
2020-02-12,24,24,21,23,24,6,24,23,8,88,1011,11,3.0,0.0,5.6,18,74,5,15003
2020-02-13,25,25,23,24,26,5,26,25,12,83,1014,17,2.1,0.0,11.2,20,80,6,15003
2020-02-14,24,24,23,24,26,6,26,24,15,84,1015,21,1.1,0.0,8.6,20,79,5,15003
2020-02-15,24,24,23,23,25,6,25,24,20,82,1016,27,0.4,0.0,11.3,18,75,6,15003
2020-02-16,24,24,20,23,25,6,25,23,24,70,1017,32,0.8,0.0,10.1,18,73,6,15003
2020-02-17,24,24,22,23,25,6,25,23,24,65,1017,33,1.9,0.0,7.1,18,73,5,15003
2020-02-18,24,24,19,22,25,6,25,23,26,65,1019,35,1.5,0.0,5.7,18,73,5,15003
2020-02-19,24,24,22,23,25,6,25,23,30,71,1021,40,2.0,0.0,10.1,18,75,5,15003
2020-02-20,23,23,22,23,25,6,25,23,28,71,1022,37,0.1,0.0,11.6,17,71,6,15003
2020-02-21,24,24,22,23,25,6,25,23,21,84,1020,28,0.0,0.0,11.6,17,70,6,15003
2020-02-22,24,24,22,23,25,6,25,23,13,73,1019,18,0.5,0.0,8.7,18,72,5,15003
2020-02-23,24,24,22,23,25,6,25,24,6,324,1019,8,0.5,0.0,8.7,17,71,5,15003
2020-02-24,24,24,22,23,25,6,25,23,10,65,1021,14,0.2,0.0,8.7,18,74,6,15003
2020-02-25,24,24,23,23,25,5,25,23,23,74,1021,30,1.5,0.0,11.6,18,73,6,15003
