date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2020-01-22,9,9,1,5,5,6,6,6,3,205,1020,5,0.0,0.0,8.7,2,76,3,4015
2020-01-23,12,12,3,6,6,6,8,8,5,29,1020,10,0.0,0.0,8.7,-1,56,3,4015
2020-01-24,13,13,5,8,8,6,9,9,3,174,1016,6,0.0,0.0,8.7,-2,46,2,4015
2020-01-25,15,15,5,9,9,6,10,10,3,115,1017,6,0.0,0.0,8.7,-2,46,4,4015
2020-01-26,16,16,6,10,10,6,11,11,6,203,1018,8,0.1,0.0,7.1,-1,47,3,4015
2020-01-27,12,12,4,7,7,6,9,8,7,347,1020,12,1.1,0.0,8.7,-1,55,3,4015
2020-01-28,12,12,3,7,7,6,8,8,4,197,1021,7,0.0,0.0,8.7,-5,41,3,4015
2020-01-29,10,10,4,5,5,6,7,7,10,182,1015,17,0.1,0.0,7.1,-4,45,2,4015
2020-01-30,10,10,1,3,3,6,6,6,8,199,1019,14,0.0,0.0,10.6,-5,46,3,4015
2020-01-31,14,14,4,7,7,6,8,9,6,28,1025,10,0.0,0.0,10.7,-4,44,3,4015
2020-02-01,17,17,6,10,10,6,11,12,5,30,1025,10,0.0,0.0,10.7,-5,33,4,4015
2020-02-02,16,16,7,11,11,6,12,12,11,186,1014,18,0.0,0.0,10.7,-3,36,4,4015
2020-02-03,2,2,-2,-3,-3,6,3,0,20,265,1011,29,0.0,0.0,10.7,-13,31,2,4015
2020-02-04,3,3,-3,-6,-6,6,-1,0,14,98,1018,19,0.0,0.0,10.7,-15,32,2,4015
2020-02-05,3,3,-5,-5,-5,6,-1,-1,7,187,1021,12,0.0,0.0,10.7,-16,30,2,4015
2020-02-06,11,11,0,5,5,6,5,6,3,240,1018,6,0.0,0.0,10.8,-6,45,3,4015
2020-02-07,14,14,2,8,8,6,8,9,3,257,1017,5,0.0,0.0,10.8,-3,50,3,4015
2020-02-08,15,15,4,8,8,6,9,10,7,207,1014,11,0.0,0.0,10.8,-4,40,3,4015
2020-02-09,10,10,3,5,5,6,7,7,8,243,1008,14,0.2,0.0,8.5,-3,47,2,4015
2020-02-10,12,12,3,6,6,6,8,8,9,139,1011,16,0.1,0.0,8.5,-1,52,2,4015
2020-02-11,7,7,-2,0,0,6,4,3,11,97,1016,19,0.0,0.0,10.9,-12,32,2,4015
2020-02-12,10,10,-1,3,3,6,4,4,3,237,1016,5,0.0,0.0,8.5,-11,32,1,4015
2020-02-13,13,13,2,8,8,6,8,9,2,249,1018,3,0.0,0.0,10.9,-8,35,3,4015
2020-02-14,14,14,4,8,8,6,9,10,3,196,1018,5,0.0,0.0,10.9,-7,35,3,4015
2020-02-15,14,14,4,8,8,6,9,10,4,223,1020,8,0.0,0.0,10.1,-7,33,2,4015
2020-02-16,14,14,5,9,9,6,10,10,6,207,1018,10,0.0,0.0,11.0,-6,33,4,4015
2020-02-17,15,15,5,10,10,6,10,10,4,279,1013,7,0.0,0.0,11.0,-4,38,4,4015
2020-02-18,13,13,5,7,7,6,9,9,5,112,1016,9,0.0,0.0,10.1,-9,29,2,4015
2020-02-19,16,16,4,10,10,6,10,10,4,163,1016,5,0.0,0.0,11.0,-7,33,4,4015
2020-02-20,17,17,5,9,9,6,10,11,5,100,1022,10,0.0,0.0,11.0,-7,30,4,4015
2020-02-21,17,17,6,10,10,6,11,12,5,118,1020,9,0.0,0.0,11.1,-6,30,4,4015
2020-02-22,11,11,8,8,8,5,10,9,9,186,1014,16,7.5,0.0,7.1,2,60,2,4015
2020-02-23,12,12,4,6,6,5,8,8,7,290,1017,11,4.1,0.0,8.6,1,67,2,4015
2020-02-24,14,14,4,8,8,6,9,10,7,301,1020,12,0.0,0.0,11.1,-3,47,3,4015
2020-02-25,11,11,4,5,5,6,8,8,9,27,1024,15,0.0,0.0,11.2,-11,26,3,4015
2020-02-26,11,11,1,4,4,6,6,6,6,38,1028,11,0.0,0.0,11.2,-12,27,3,4015
2020-02-27,16,16,4,9,9,6,10,11,6,117,1025,11,0.0,0.0,11.2,-8,28,4,4015
2020-02-28,18,18,7,12,12,6,13,13,5,171,1022,8,0.0,0.0,8.6,-6,27,3,4015
2020-02-29,17,17,10,13,13,6,13,14,9,195,1015,13,0.0,0.0,5.6,-5,30,3,4015
2020-03-01,13,13,7,8,8,6,10,10,12,198,1008,18,0.2,0.0,11.3,-5,35,4,4015
2020-03-02,11,11,6,6,6,5,8,9,8,51,1009,11,5.2,0.0,7.1,1,64,2,4015
2020-03-03,15,15,4,7,7,6,9,10,9,187,1013,13,0.1,0.0,11.3,-4,41,3,4015
2020-03-04,17,17,7,11,11,6,12,13,5,145,1018,9,0.0,0.0,11.3,-1,41,4,4015
2020-03-05,20,20,6,13,13,6,13,13,2,190,1021,3,0.0,0.0,11.6,-2,37,4,4015
2020-03-06,19,19,10,14,14,6,15,15,6,137,1017,11,0.0,0.0,10.2,-2,31,3,4015
2020-03-07,18,18,9,13,13,6,14,14,12,171,1011,18,0.0,0.0,11.6,-1,38,4,4015
2020-03-08,15,15,8,11,11,6,12,12,9,198,1012,13,0.0,0.0,11.6,0,45,4,4015
2020-03-09,14,14,8,10,10,6,11,11,8,175,1018,11,0.0,0.0,11.6,-1,44,4,4015
2020-03-10,12,12,5,10,10,5,11,10,5,182,1020,7,5.8,0.0,10.2,4,61,3,4015
2020-03-11,12,12,6,10,10,4,11,10,3,117,1017,4,35.0,0.0,7.4,9,84,3,4015
2020-03-12,19,19,12,13,13,5,14,15,5,81,1010,7,14.8,0.0,8.8,8,67,3,4015
2020-03-13,11,11,8,7,7,5,10,10,13,196,1010,17,10.0,0.0,7.4,4,70,2,4015
2020-03-14,11,11,6,6,6,5,9,9,11,182,1016,17,1.2,0.0,6.0,4,73,2,4015
2020-03-15,14,14,6,8,8,6,10,10,10,183,1017,15,0.1,0.0,11.6,4,66,4,4015
2020-03-16,14,14,6,9,9,6,11,11,10,172,1014,16,0.0,0.0,11.6,2,57,4,4015
2020-03-17,9,9,4,5,5,6,8,7,14,190,1012,20,0.8,0.0,8.8,2,67,2,4015
2020-03-18,8,8,4,5,5,5,6,6,5,228,1008,8,12.6,0.0,7.4,3,79,2,4015
2020-03-19,7,7,2,2,2,5,5,5,10,190,1014,15,26.0,0.0,8.8,1,75,2,4015
2020-03-20,10,10,2,4,4,5,6,6,6,182,1022,8,3.5,0.0,7.4,2,70,2,4015
2020-03-21,12,12,7,8,8,6,9,9,5,135,1019,7,0.0,0.0,10.2,1,55,2,4015
2020-03-22,14,14,6,10,10,6,11,11,5,171,1018,7,0.0,0.0,11.6,-1,47,4,4015
2020-03-23,10,10,3,6,6,5,9,8,13,226,1015,20,8.9,0.0,6.1,2,60,2,4015
2020-03-24,14,14,5,9,9,6,10,11,9,187,1017,14,0.0,0.0,11.6,0,51,4,4015
2020-03-25,15,15,9,10,10,6,12,12,12,190,1012,16,0.0,0.0,8.9,0,44,3,4015
2020-03-26,11,11,6,5,5,6,8,8,13,226,1010,16,0.2,0.0,8.9,-4,45,2,4015
2020-03-27,10,10,2,4,4,6,6,6,9,274,1013,11,1.0,0.0,8.9,-6,44,2,4015
2020-03-28,11,11,3,6,6,6,8,8,7,211,1018,10,0.0,0.0,10.2,-9,30,2,4015
2020-03-29,13,13,4,8,8,6,9,10,8,201,1015,11,0.0,0.0,11.6,-4,36,3,4015
2020-03-30,15,15,7,10,10,6,11,11,5,263,1019,6,0.0,0.0,11.6,-1,45,4,4015
2020-03-31,20,20,9,15,15,6,15,16,4,186,1017,5,0.0,0.0,11.6,-2,32,5,4015
2020-04-01,21,21,13,16,16,6,16,17,12,193,1007,16,0.0,0.0,10.2,0,33,4,4015
2020-04-02,15,15,11,12,12,6,13,13,10,287,1008,16,0.0,0.0,11.6,-1,37,4,4015
2020-04-03,17,17,7,12,12,6,13,13,6,191,1010,9,0.0,0.0,11.6,-6,26,4,4015
2020-04-04,18,18,11,14,14,6,14,15,12,190,1007,17,0.0,0.0,11.6,-4,29,4,4015
2020-04-05,16,16,7,10,10,6,12,12,15,192,1007,21,0.0,0.0,11.6,0,42,4,4015
2020-04-06,14,14,8,9,9,6,11,11,15,186,1010,21,0.0,0.0,11.6,1,48,4,4015
2020-04-07,16,16,7,10,10,6,12,12,8,156,1014,11,0.0,0.0,11.6,-1,45,4,4015
2020-04-08,16,16,8,11,11,6,12,13,11,148,1013,15,3.9,0.0,9.0,0,50,3,4015
2020-04-09,13,13,5,7,7,6,9,9,6,179,1017,7,0.1,0.0,9.0,-1,53,2,4015
2020-04-10,10,10,5,8,8,5,9,9,5,186,1014,6,1.2,0.0,6.5,0,54,2,4015
2020-04-11,14,14,8,10,10,6,11,11,7,183,1011,9,1.0,0.0,7.8,3,59,3,4015
2020-04-12,16,16,9,11,11,6,13,12,11,204,1011,15,2.0,0.0,9.1,4,54,3,4015
2020-04-13,16,16,10,13,13,6,13,13,7,324,1013,9,4.8,0.0,9.1,0,46,3,4015
2020-04-14,15,15,6,9,9,6,11,10,10,108,1019,15,0.0,0.0,11.6,-8,25,4,4015
2020-04-15,18,18,8,12,12,6,13,14,5,232,1016,8,0.0,0.0,11.6,-9,21,4,4015
2020-04-16,20,20,12,15,15,6,16,16,11,204,1010,15,0.0,0.0,13.1,-6,22,5,4015
2020-04-17,20,20,11,16,16,6,17,17,10,146,1009,13,0.0,0.0,13.5,-4,25,5,4015
2020-04-18,18,18,10,13,13,6,14,14,7,205,1011,9,1.8,0.0,13.5,2,48,3,4015
2020-04-19,18,18,10,13,13,6,14,15,10,203,1012,13,0.0,0.0,13.6,2,43,4,4015
2020-04-20,22,22,11,16,16,6,16,17,9,193,1011,13,0.1,0.0,13.6,1,37,5,4015
2020-04-21,19,19,12,15,15,6,16,16,7,276,1012,9,0.1,0.0,13.6,3,44,5,4015
2020-04-22,23,23,13,18,18,6,18,19,7,340,1015,10,0.0,0.0,13.6,2,36,5,4015
2020-04-23,24,24,14,19,19,6,20,20,6,325,1013,9,0.0,0.0,13.6,0,28,5,4015
2020-04-24,24,24,14,19,19,6,20,19,8,176,1013,13,0.0,0.0,13.7,-2,24,5,4015
2020-04-25,26,26,15,21,21,6,21,21,4,188,1014,7,0.0,0.0,13.7,-1,23,6,4015
2020-04-26,29,29,17,23,23,6,23,24,9,213,1011,13,0.0,0.0,13.3,-2,18,5,4015
2020-04-27,28,28,17,23,23,6,23,24,6,193,1011,8,0.0,0.0,13.7,-2,19,6,4015
2020-04-28,29,29,16,22,22,6,22,24,4,339,1013,7,0.0,0.0,13.7,-2,18,6,4015
2020-04-29,31,31,18,25,25,6,25,26,6,166,1012,10,0.0,0.0,13.8,1,22,7,4015
2020-04-30,29,29,19,24,24,6,24,25,12,191,1010,18,0.0,0.0,12.1,-2,17,5,4015
2020-05-01,27,27,17,23,23,6,23,23,13,200,1008,19,0.0,0.0,13.8,-2,18,6,4015
2020-05-02,28,28,16,23,22,6,22,24,13,207,1011,18,0.0,0.0,13.8,-3,18,6,4015
2020-05-03,28,28,17,23,23,6,23,24,12,215,1011,17,0.0,0.0,13.8,-3,19,6,4015
2020-05-04,26,26,13,19,19,6,20,20,7,180,1012,11,0.0,0.0,13.9,-6,17,6,4015
2020-05-05,29,29,15,22,22,6,22,23,7,157,1013,11,0.0,0.0,13.9,-6,15,6,4015
2020-05-06,30,30,17,24,23,6,23,25,6,203,1011,9,0.0,0.0,13.3,-9,11,6,4015
2020-05-07,31,31,18,25,25,6,25,26,6,254,1010,8,0.0,0.0,13.9,-5,14,7,4015
2020-05-08,29,29,19,24,23,6,23,25,6,167,1011,10,0.0,0.0,13.9,-7,12,6,4015
2020-05-09,31,31,20,25,25,6,25,26,10,208,1011,15,0.0,0.0,13.9,4,26,7,4015
2020-05-10,30,30,20,26,25,6,25,27,14,200,1010,18,0.0,0.0,14.0,6,30,7,4015
2020-05-11,26,26,19,23,23,6,23,23,15,195,1009,20,1.0,0.0,13.3,-1,21,6,4015
2020-05-12,24,24,16,19,19,6,20,20,14,205,1009,19,0.0,0.0,14.0,-5,19,5,4015
2020-05-13,22,22,13,17,17,6,17,17,13,217,1009,17,0.0,0.0,14.0,1,34,5,4015
2020-05-14,23,23,12,17,17,6,18,19,11,207,1010,15,0.0,0.0,14.0,-1,27,5,4015
2020-05-15,27,27,15,22,21,6,21,23,8,201,1008,12,0.0,0.0,14.0,0,24,6,4015
2020-05-16,28,28,16,23,22,6,22,24,10,193,1008,14,0.0,0.0,14.1,2,26,6,4015
2020-05-17,26,26,18,22,23,6,23,23,13,188,1008,18,0.0,0.0,14.1,3,27,6,4015
2020-05-18,26,26,16,22,22,6,22,22,17,188,1009,23,0.0,0.0,14.1,-1,24,6,4015
2020-05-19,18,18,13,16,16,6,16,16,15,222,1008,20,0.0,0.0,14.1,-1,33,5,4015
2020-05-20,21,21,8,14,14,6,15,16,5,254,1013,8,0.0,0.0,14.1,-7,23,5,4015
2020-05-21,23,23,11,18,18,6,18,18,4,163,1011,6,0.0,0.0,14.1,-7,18,5,4015
2020-05-22,27,27,15,22,21,6,21,23,14,197,1007,19,0.0,0.0,14.2,-6,16,6,4015
2020-05-23,23,23,14,19,19,6,19,19,9,248,1008,13,0.0,0.0,14.2,-3,24,5,4015
2020-05-24,25,25,12,19,19,6,19,21,10,255,1010,14,0.0,0.0,14.2,-7,16,6,4015
2020-05-25,28,28,14,21,21,6,21,22,10,102,1011,14,0.0,0.0,14.2,-8,15,6,4015
2020-05-26,30,30,16,23,23,6,23,25,5,179,1010,8,0.0,0.0,14.2,-5,15,6,4015
2020-05-27,34,34,20,28,27,6,27,29,7,214,1009,10,0.0,0.0,14.2,-3,14,7,4015
2020-05-28,35,35,22,29,28,6,28,30,10,212,1010,15,0.0,0.0,14.2,-1,14,8,4015
2020-05-29,36,36,22,30,30,6,30,32,10,182,1011,15,0.0,0.0,14.2,-2,14,8,4015
2020-05-30,33,33,22,28,28,6,28,30,14,185,1009,19,0.0,0.0,14.2,1,19,7,4015
2020-05-31,32,32,19,26,25,6,25,27,12,182,1009,17,0.0,0.0,13.4,-7,12,6,4015
2020-06-01,31,31,18,25,24,6,24,26,10,184,1010,14,0.0,0.0,14.3,-3,17,7,4015
2020-06-02,32,32,18,25,25,6,25,27,5,207,1012,7,0.0,0.0,13.4,-1,17,6,4015
2020-06-03,33,33,19,27,26,6,26,28,5,269,1011,7,0.0,0.0,14.3,3,23,7,4015
2020-06-04,35,35,21,29,28,6,28,30,11,189,1007,16,0.0,0.0,14.3,2,19,8,4015
2020-06-05,33,33,21,27,27,6,27,28,14,173,1004,19,0.0,0.0,14.3,0,18,7,4015
2020-06-06,24,24,14,19,19,6,20,20,15,196,1006,20,0.0,0.0,14.3,4,36,5,4015
2020-06-07,27,27,13,20,20,6,20,21,18,228,1006,24,0.0,0.0,14.3,-5,23,6,4015
2020-06-08,20,20,9,13,13,6,15,15,14,177,1014,20,0.0,0.0,14.3,-14,13,5,4015
2020-06-09,25,25,10,17,17,6,17,19,7,183,1018,11,0.0,0.0,14.3,-10,14,5,4015
2020-06-10,33,33,15,24,24,6,24,26,6,149,1014,10,0.0,0.0,14.3,-8,13,7,4015
2020-06-11,33,33,16,25,24,6,24,28,8,176,1014,10,0.0,0.0,14.3,-8,12,7,4015
2020-06-12,34,34,18,28,27,6,27,29,13,173,1013,19,0.0,0.0,14.3,-5,13,7,4015
2020-06-13,29,29,16,24,23,6,23,25,14,213,1009,19,0.0,0.0,14.3,-10,10,6,4015
2020-06-14,31,31,13,23,22,6,22,25,9,186,1008,12,0.0,0.0,14.3,-6,16,6,4015
2020-06-15,33,33,15,25,24,6,24,27,9,184,1010,13,0.0,0.0,14.3,-2,20,7,4015
2020-06-16,31,31,18,25,25,6,25,27,15,195,1008,22,0.0,0.0,14.3,-1,18,7,4015
2020-06-17,28,28,16,22,22,6,22,23,10,219,1008,16,0.0,0.0,14.4,-1,22,6,4015
2020-06-18,29,29,16,22,22,6,22,24,6,194,1009,9,0.0,0.0,14.4,-2,20,6,4015
