date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2020-01-22,7,7,-2,-2,-2,6,2,3,8,36,1029,13,0.0,0.0,10.2,-10,43,2,45055
2020-01-23,10,10,0,2,2,5,4,6,7,47,1026,11,0.0,0.0,5.1,-1,70,2,45055
2020-01-24,15,15,6,10,10,4,11,12,9,136,1017,14,7.2,0.0,5.1,10,94,3,45055
2020-01-25,13,13,6,7,7,6,9,10,8,266,1015,12,0.0,0.0,10.2,5,76,3,45055
2020-01-26,13,13,3,6,6,6,8,9,5,291,1017,7,0.0,0.0,10.2,1,65,3,45055
2020-01-27,14,14,8,8,8,6,10,11,7,247,1013,11,0.5,0.0,5.1,5,74,3,45055
2020-01-28,13,13,3,7,7,6,8,9,4,221,1016,7,0.0,0.0,10.3,2,69,3,45055
2020-01-29,13,13,4,7,7,5,8,9,5,97,1018,8,0.3,0.0,8.4,3,69,2,45055
2020-01-30,13,13,6,7,7,5,9,10,8,53,1021,11,0.5,0.0,10.0,3,68,3,45055
2020-01-31,6,6,0,2,2,5,5,5,8,152,1022,13,19.0,0.0,6.8,2,82,2,45055
2020-02-01,12,12,5,6,6,6,8,9,7,175,1015,10,0.4,0.0,5.2,6,87,2,45055
2020-02-02,16,16,3,7,7,6,9,10,11,257,1013,17,0.0,0.0,10.3,3,65,4,45055
2020-02-03,21,21,8,14,14,6,15,16,8,228,1017,15,0.0,0.0,10.0,8,67,5,45055
2020-02-04,20,20,11,15,15,6,15,16,10,236,1016,16,0.0,0.0,10.4,10,72,5,45055
2020-02-05,21,21,14,18,18,4,18,18,9,216,1014,15,2.8,0.0,6.8,14,80,4,45055
2020-02-06,21,21,16,18,18,4,18,20,15,207,1001,23,45.9,0.0,5.2,17,91,4,45055
2020-02-07,10,10,4,6,6,6,10,9,18,261,1005,24,1.0,0.0,10.4,3,63,3,45055
2020-02-08,9,9,0,3,3,4,5,6,4,252,1026,5,1.2,0.0,8.4,-1,68,2,45055
2020-02-09,13,13,2,6,6,4,7,8,4,112,1032,6,0.0,0.0,10.9,1,69,3,45055
2020-02-10,20,20,6,12,12,6,13,14,6,196,1026,10,0.1,0.0,10.1,8,76,3,45055
2020-02-11,23,23,15,18,18,6,19,20,13,230,1017,20,2.5,0.0,5.5,16,85,5,45055
2020-02-12,19,19,15,17,17,5,17,17,7,96,1018,11,0.7,0.0,5.5,15,86,4,45055
2020-02-13,22,22,14,19,19,6,19,21,14,236,1012,22,3.6,0.0,7.0,15,81,5,45055
2020-02-14,13,13,7,7,7,6,9,10,9,27,1025,13,0.0,0.0,8.5,0,51,3,45055
2020-02-15,11,11,2,3,3,6,6,7,8,90,1031,12,0.0,0.0,11.0,-3,55,3,45055
2020-02-16,13,13,4,7,7,5,8,10,2,117,1023,4,4.0,0.0,5.5,4,76,2,45055
2020-02-17,17,17,6,11,11,4,12,13,6,79,1021,8,0.0,0.0,11.0,7,77,4,45055
2020-02-18,18,18,11,14,14,5,14,15,5,201,1021,8,7.3,0.0,5.5,13,89,4,45055
2020-02-19,15,15,9,11,11,3,12,12,9,33,1024,14,3.9,0.0,5.5,8,80,3,45055
2020-02-20,8,8,2,2,2,4,5,6,11,45,1026,15,9.3,0.0,5.5,0,73,2,45055
2020-02-21,6,6,1,-1,-1,6,3,3,11,26,1031,15,0.0,0.0,11.1,-3,69,2,45055
2020-02-22,12,12,-1,4,4,6,6,8,3,262,1030,5,0.0,0.0,11.1,-5,52,3,45055
2020-02-23,14,14,2,7,7,6,8,10,5,207,1025,8,0.0,0.0,8.7,-2,52,2,45055
2020-02-24,11,11,9,9,9,4,10,10,4,171,1018,7,2.5,0.0,5.8,4,72,2,45055
2020-02-25,22,22,12,16,16,5,17,18,9,216,1010,14,7.7,0.0,5.8,14,88,4,45055
2020-02-26,21,21,12,15,15,6,16,17,10,240,1009,14,0.0,0.0,10.2,9,69,4,45055
2020-02-27,11,11,3,4,4,6,7,7,11,302,1017,16,0.0,0.0,11.6,-5,44,3,45055
2020-02-28,12,12,1,4,4,6,6,8,9,246,1019,14,0.1,0.0,11.6,-3,53,3,45055
2020-02-29,10,10,2,3,3,6,6,8,9,308,1021,14,0.0,0.0,11.6,-4,53,3,45055
2020-03-01,15,15,1,7,7,6,8,9,5,179,1026,8,0.0,0.0,11.6,-3,49,3,45055
2020-03-02,19,19,6,11,11,5,12,14,9,211,1020,14,4.2,0.0,8.7,5,63,3,45055
2020-03-03,17,17,12,15,15,5,16,16,11,228,1011,17,16.9,0.0,5.9,15,93,4,45055
2020-03-04,14,14,8,12,12,4,13,13,5,126,1015,8,3.1,0.0,7.3,11,85,3,45055
2020-03-05,10,10,8,8,8,4,10,10,7,69,1018,11,25.8,0.0,5.9,8,92,2,45055
2020-03-06,14,14,6,6,6,5,9,11,13,303,1016,18,0.0,0.0,11.6,2,65,4,45055
2020-03-07,12,12,2,4,4,6,7,8,9,125,1029,13,0.0,0.0,11.6,-3,51,3,45055
2020-03-08,16,16,3,8,8,6,9,11,5,158,1035,8,0.0,0.0,10.2,-2,49,3,45055
2020-03-09,20,20,6,12,12,6,13,15,6,194,1034,10,0.1,0.0,10.2,6,63,3,45055
2020-03-10,20,20,13,16,16,6,16,18,9,230,1027,13,0.5,0.0,7.4,12,79,4,45055
2020-03-11,24,24,12,17,17,3,18,19,8,238,1019,12,1.2,0.0,8.8,13,78,4,45055
2020-03-12,25,25,13,19,19,6,19,20,6,252,1015,10,0.9,0.0,10.2,13,74,6,45055
2020-03-13,25,25,17,20,20,6,21,21,8,286,1018,13,0.1,0.0,11.6,15,75,6,45055
2020-03-14,18,18,13,15,15,6,15,16,7,100,1027,11,0.0,0.0,8.8,7,57,4,45055
2020-03-15,18,18,12,14,14,4,14,16,7,42,1025,10,2.4,0.0,6.0,12,86,4,45055
2020-03-16,14,14,9,10,10,6,11,12,6,74,1028,8,0.0,0.0,7.4,5,66,3,45055
2020-03-17,22,22,11,16,16,4,16,17,4,232,1024,6,0.9,0.0,6.0,12,81,4,45055
