date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2020-01-22,7,7,-4,-2,-2,6,2,2,6,24,1030,10,0.0,0.0,10.1,-8,54,2,37063
2020-01-23,9,9,-2,1,1,5,4,5,4,47,1028,7,0.0,0.0,6.7,-2,74,1,37063
2020-01-24,14,14,3,7,7,3,9,11,9,123,1020,15,5.3,0.0,5.1,8,92,3,37063
2020-01-25,13,13,5,9,9,5,11,11,7,287,1013,10,30.0,0.0,10.0,6,78,4,37063
2020-01-26,9,9,3,3,3,6,6,7,6,287,1015,9,0.0,0.0,10.2,0,67,3,37063
2020-01-27,10,10,4,5,5,6,6,7,5,238,1012,8,4.0,0.0,5.1,3,82,2,37063
2020-01-28,12,12,1,4,4,6,6,7,6,322,1015,9,0.1,0.0,10.2,0,69,3,37063
2020-01-29,10,10,0,3,3,6,5,6,4,72,1019,7,0.0,0.0,8.4,-1,70,2,37063
2020-01-30,10,10,2,3,3,6,5,7,5,56,1023,7,0.0,0.0,10.2,-1,68,3,37063
2020-01-31,9,9,0,3,3,5,4,5,4,142,1024,6,16.7,0.0,8.4,1,83,2,37063
2020-02-01,10,10,4,5,5,4,7,8,4,295,1014,7,8.4,0.0,5.1,5,90,2,37063
2020-02-02,14,14,3,6,6,6,8,9,10,246,1009,17,0.0,0.0,10.3,2,68,3,37063
2020-02-03,19,19,8,13,13,6,14,15,6,210,1014,12,0.0,0.0,8.4,7,70,4,37063
2020-02-04,19,19,10,14,14,6,15,16,8,233,1014,14,0.0,0.0,10.3,10,73,5,37063
2020-02-05,17,17,14,16,16,5,16,17,8,220,1013,12,7.9,0.0,5.2,14,91,4,37063
2020-02-06,19,19,15,17,17,4,17,18,14,202,1001,22,54.2,0.0,5.2,16,93,4,37063
2020-02-07,11,11,2,7,7,5,9,10,14,259,1001,21,19.4,0.0,10.0,3,68,2,37063
2020-02-08,8,8,0,2,2,5,4,5,5,219,1025,7,0.3,0.1,8.4,-3,61,2,37063
2020-02-09,13,13,0,5,5,4,6,9,4,256,1032,7,0.3,0.0,10.4,1,72,3,37063
2020-02-10,16,16,4,8,8,5,10,11,7,225,1025,11,0.2,0.0,8.4,6,78,3,37063
2020-02-11,20,20,15,17,17,5,17,18,11,228,1015,19,5.8,0.0,5.2,15,90,4,37063
2020-02-12,12,12,7,10,10,6,11,11,7,99,1020,11,0.6,0.0,6.8,8,80,3,37063
2020-02-13,20,20,9,15,15,4,16,17,12,252,1011,18,18.0,0.0,5.2,13,87,4,37063
2020-02-14,7,7,1,1,1,6,4,5,9,350,1026,12,0.1,0.0,8.4,-4,56,2,37063
2020-02-15,8,8,-3,0,0,6,3,4,6,117,1033,8,0.0,0.0,10.5,-6,57,2,37063
2020-02-16,12,12,1,4,4,5,6,7,5,232,1024,8,0.4,0.0,6.9,1,70,2,37063
2020-02-17,14,14,4,7,7,5,9,10,5,63,1022,9,0.6,0.0,10.6,5,77,3,37063
2020-02-18,17,17,6,11,11,5,11,13,5,201,1021,8,3.9,0.0,6.9,9,83,3,37063
2020-02-19,10,10,5,8,8,5,9,9,7,48,1025,10,8.7,0.0,8.7,6,81,2,37063
2020-02-20,5,5,1,1,1,4,4,4,6,59,1029,9,11.2,8.0,5.7,0,80,1,37063
2020-02-21,4,4,-4,-4,-4,5,0,0,8,20,1032,11,2.8,3.7,11.5,-6,67,2,37063
2020-02-22,12,12,-2,4,4,6,5,7,3,247,1030,5,0.0,0.0,11.5,-3,61,3,37063
2020-02-23,14,14,1,7,7,6,8,10,5,222,1024,8,0.0,0.0,11.5,1,66,3,37063
