date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2019-01-01,4,4,-3,0,0,6,1,1,2,195,1029,3,0.0,0.0,8.7,-3,75,2,41027
2019-01-02,4,4,-3,-1,-1,6,0,1,2,247,1023,5,0.0,0.0,8.7,-3,75,2,41027
2019-01-03,6,6,2,4,4,4,4,4,2,295,1016,4,1.0,0.0,3.3,1,83,1,41027
2019-01-04,6,6,3,5,5,5,5,5,1,287,1012,4,9.7,0.0,3.3,4,92,1,41027
2019-01-05,4,4,0,2,2,5,3,3,3,85,1000,6,1.3,0.0,6.9,2,87,1,41027
2019-01-06,5,5,2,1,1,4,4,3,5,144,1005,9,13.6,0.0,3.3,1,81,1,41027
2019-01-07,4,4,0,2,2,6,3,3,3,263,1011,6,0.4,0.0,5.1,1,85,1,41027
2019-01-08,3,3,0,-2,-2,4,0,1,6,93,1017,9,32.0,0.0,3.4,0,88,1,41027
2019-01-09,5,5,-1,2,2,5,3,2,4,100,1012,4,22.2,0.0,3.4,1,86,1,41027
2019-01-10,6,6,1,3,3,4,4,4,2,80,1021,3,0.8,0.0,5.1,2,89,1,41027
2019-01-11,4,4,0,-1,-1,6,2,2,5,95,1017,6,0.0,0.0,8.7,2,90,2,41027
2019-01-12,4,4,1,0,0,6,2,3,4,89,1019,5,0.0,0.0,6.9,1,90,2,41027
2019-01-13,3,3,0,-2,-2,6,1,2,5,99,1021,6,0.0,0.0,8.7,1,89,2,41027
2019-01-14,2,2,-3,-4,-4,6,0,0,7,101,1021,7,0.0,0.0,8.7,-2,85,2,41027
2019-01-15,1,1,-3,-4,-4,6,0,-1,6,94,1017,7,0.0,0.0,8.7,-3,83,2,41027
2019-01-16,1,1,-2,-4,-4,4,0,0,7,91,1011,7,10.8,0.9,5.2,-2,85,1,41027
2019-01-17,2,2,0,-1,-1,4,2,2,4,112,1007,5,17.2,0.0,3.4,2,91,1,41027
2019-01-18,3,3,1,1,1,4,3,2,4,99,1019,6,30.9,0.0,5.2,3,94,1,41027
2019-01-19,9,9,4,5,5,4,6,6,4,268,1020,5,16.1,0.0,5.2,4,90,2,41027
2019-01-20,4,4,2,2,2,3,3,3,2,81,1015,3,5.6,0.0,3.4,2,92,1,41027
2019-01-21,7,7,3,2,2,5,4,5,6,265,1028,7,0.0,0.0,8.7,3,87,2,41027
2019-01-22,5,5,2,1,1,4,3,3,5,248,1029,6,2.4,0.0,3.5,3,89,1,41027
2019-01-23,11,11,8,9,9,3,9,9,8,262,1025,15,3.1,0.0,6.5,6,79,2,41027
2019-01-24,8,8,2,5,5,4,6,6,4,263,1031,6,0.0,0.0,9.7,3,82,3,41027
2019-01-25,9,9,3,3,3,6,5,6,5,250,1030,7,0.0,0.0,9.7,2,81,3,41027
2019-01-26,9,9,1,5,5,6,5,5,2,106,1030,4,0.0,0.0,9.7,2,85,2,41027
