date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2020-01-22,5,5,-1,1,1,4,3,4,8,131,1022,12,32.4,0.0,5.1,3,88,1,48347
2020-01-23,15,15,7,11,11,5,12,13,6,286,1014,10,23.0,0.0,6.8,10,92,3,48347
2020-01-24,14,14,5,8,8,4,10,10,6,314,1020,9,0.0,0.0,10.3,3,73,3,48347
2020-01-25,16,16,5,9,9,6,9,11,5,151,1021,8,0.0,0.0,10.3,4,67,4,48347
2020-01-26,20,20,11,13,13,4,14,15,4,199,1015,7,7.0,0.0,5.2,12,91,4,48347
2020-01-27,19,19,8,13,13,3,14,14,4,103,1016,6,0.0,0.0,10.0,9,85,4,48347
2020-01-28,12,12,4,8,8,3,10,11,7,132,1013,10,15.5,0.0,5.2,10,96,3,48347
2020-01-29,12,12,5,7,7,4,8,9,7,323,1015,11,2.1,0.0,6.8,7,90,2,48347
2020-01-30,10,10,8,8,8,6,9,9,4,54,1019,6,0.2,0.0,5.2,7,87,2,48347
2020-01-31,13,13,5,8,8,4,8,10,4,342,1021,6,0.3,0.0,6.8,6,85,2,48347
2020-02-01,16,16,4,8,8,6,10,10,4,299,1023,7,0.0,0.0,10.4,3,70,4,48347
2020-02-02,21,21,7,13,13,6,15,15,6,222,1019,11,0.0,0.0,10.4,6,65,4,48347
2020-02-03,20,20,11,15,15,5,16,17,10,193,1012,16,0.6,0.0,6.8,12,80,4,48347
2020-02-04,23,23,16,19,19,6,20,21,9,205,1008,13,2.5,0.0,5.2,16,85,5,48347
2020-02-05,10,10,5,6,6,6,8,8,8,328,1008,11,4.6,0.0,5.2,6,87,2,48347
2020-02-06,7,7,1,0,0,6,3,4,10,302,1009,13,0.0,0.0,10.0,-2,67,1,48347
2020-02-07,16,16,0,6,6,6,7,9,5,230,1013,9,0.0,0.0,10.5,0,63,3,48347
2020-02-08,17,17,4,9,9,6,10,11,5,84,1022,9,0.0,0.0,10.5,3,64,4,48347
2020-02-09,19,19,10,15,15,4,16,17,9,165,1018,16,1.2,0.0,5.5,14,90,4,48347
2020-02-10,21,21,13,18,18,3,18,19,7,249,1015,12,48.6,0.0,5.5,17,96,4,48347
2020-02-11,12,12,7,9,9,3,10,11,7,34,1018,11,18.1,0.0,5.5,10,95,3,48347
2020-02-12,13,13,7,9,9,4,11,12,7,283,1012,11,24.6,0.0,5.5,10,96,3,48347
2020-02-13,12,12,3,4,4,6,7,8,7,124,1022,11,0.0,0.0,11.0,3,80,3,48347
2020-02-14,12,12,1,3,3,5,5,6,6,66,1030,9,0.0,0.0,11.0,1,74,3,48347
2020-02-15,17,17,2,7,7,6,9,10,6,171,1024,10,0.0,0.0,10.1,5,80,3,48347
2020-02-16,21,21,12,15,15,4,15,17,4,189,1017,7,0.0,0.0,8.6,13,89,4,48347
2020-02-17,22,22,13,17,17,4,18,19,7,197,1012,12,0.8,0.0,5.7,16,92,4,48347
2020-02-18,22,22,14,18,18,3,19,20,7,253,1016,11,8.9,0.0,5.8,17,94,4,48347
2020-02-19,10,10,7,7,7,4,9,10,8,48,1025,11,9.4,0.0,5.8,8,95,2,48347
2020-02-20,8,8,5,5,5,4,8,8,9,20,1028,14,52.5,0.0,5.8,6,90,2,48347
2020-02-21,10,10,1,3,3,6,5,6,6,32,1037,9,0.0,0.0,11.6,0,71,3,48347
2020-02-22,14,14,1,5,5,6,6,8,4,156,1030,7,0.0,0.0,11.6,-1,61,3,48347
2020-02-23,14,14,7,9,9,5,11,11,7,159,1020,11,0.2,0.0,5.8,9,88,3,48347
2020-02-24,20,20,12,16,16,5,16,18,9,256,1009,14,6.1,0.0,8.7,12,79,4,48347
2020-02-25,17,17,7,11,11,6,12,13,6,334,1014,9,0.0,0.0,11.6,6,71,4,48347
2020-02-26,9,9,3,3,3,6,6,6,11,325,1026,15,0.0,0.0,11.6,-2,58,3,48347
2020-02-27,12,12,-1,4,4,6,5,7,4,257,1029,6,0.0,0.0,11.6,-3,60,3,48347
2020-02-28,17,17,3,8,8,6,9,11,5,317,1027,9,0.0,0.0,11.6,1,61,4,48347
2020-02-29,21,21,7,12,12,6,13,15,6,195,1025,10,0.0,0.0,10.2,6,63,3,48347
2020-03-01,19,19,13,16,16,6,16,17,11,183,1016,18,0.4,0.0,5.9,13,82,4,48347
2020-03-02,23,23,15,19,19,4,20,20,9,209,1010,14,0.5,0.0,8.7,16,86,4,48347
2020-03-03,23,23,17,20,20,4,20,21,6,195,1010,9,0.1,0.0,8.7,18,88,5,48347
2020-03-04,17,17,11,14,14,4,15,15,11,53,1011,19,31.4,0.0,5.9,14,92,3,48347
2020-03-05,20,20,10,12,12,5,13,15,8,234,1021,13,5.5,0.0,11.6,9,76,4,48347
2020-03-06,17,17,7,11,11,6,12,12,7,23,1031,11,0.0,0.0,11.6,3,56,4,48347
2020-03-07,16,16,6,9,9,6,10,12,5,121,1030,9,0.0,0.0,11.6,4,64,4,48347
2020-03-08,19,19,5,11,11,6,12,13,7,159,1027,11,0.0,0.0,11.6,7,73,4,48347
2020-03-09,20,20,13,16,16,4,16,18,9,183,1023,14,0.9,0.0,5.9,14,88,4,48347
2020-03-10,26,26,16,20,20,5,20,21,4,232,1023,7,3.4,0.0,10.2,16,83,5,48347
