date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2020-01-22,-2,-2,-8,-9,-9,3,-5,-5,6,237,1010,9,0.1,0.0,3.4,-6,94,1,27071
2020-01-23,-6,-6,-10,-12,-12,5,-7,-7,7,59,1023,10,0.2,0.2,4.7,-8,94,1,27071
2020-01-24,-4,-4,-13,-11,-11,1,-8,-7,3,62,1023,6,0.7,0.3,4.7,-8,96,1,27071
2020-01-25,-2,-2,-5,-5,-5,4,-4,-3,2,215,1017,4,0.3,0.0,4.8,-4,95,1,27071
2020-01-26,-2,-2,-5,-6,-6,4,-4,-3,3,14,1015,5,0.4,0.2,4.8,-5,95,1,27071
2020-01-27,-7,-7,-14,-13,-13,2,-10,-10,4,315,1020,6,0.0,0.0,4.8,-11,95,1,27071
2020-01-28,-10,-10,-18,-16,-16,4,-14,-13,3,55,1024,5,0.0,0.0,4.8,-14,96,1,27071
2020-01-29,-6,-6,-15,-14,-14,2,-11,-10,3,147,1025,6,0.0,0.0,4.8,-11,94,1,27071
2020-01-30,-5,-5,-12,-13,-13,2,-9,-9,4,160,1021,7,0.3,0.3,4.8,-10,95,1,27071
2020-01-31,-2,-2,-13,-12,-12,4,-7,-8,7,194,1016,11,0.4,0.3,4.8,-8,94,1,27071
2020-02-01,0,0,-7,-8,-8,3,-3,-4,9,233,1003,13,1.7,0.9,6.5,-4,93,1,27071
2020-02-02,2,2,-9,-5,-5,3,-1,0,10,302,996,16,3.4,2.0,4.9,-1,95,1,27071
2020-02-03,-12,-12,-19,-20,-20,5,-13,-13,9,296,1016,14,0.1,0.0,4.9,-14,90,1,27071
2020-02-04,-14,-14,-24,-27,-27,2,-20,-19,6,272,1027,10,0.0,0.0,4.9,-21,95,1,27071
2020-02-05,-4,-4,-18,-17,-17,5,-11,-8,9,239,1014,16,0.0,0.0,9.8,-12,88,2,27071
2020-02-06,-7,-7,-14,-15,-15,3,-10,-9,6,93,1008,8,1.5,1.2,4.9,-11,94,1,27071
2020-02-07,-17,-17,-24,-26,-26,4,-20,-21,5,48,1017,8,0.0,0.1,9.9,-21,90,2,27071
2020-02-08,-10,-10,-22,-22,-22,3,-16,-16,5,209,1018,8,0.5,0.4,5.0,-17,93,1,27071
2020-02-09,-9,-9,-20,-19,-19,2,-15,-14,4,270,1021,8,0.0,0.0,8.3,-16,94,1,27071
2020-02-10,-4,-4,-14,-14,-14,2,-8,-7,8,213,1014,13,2.2,1.9,5.0,-9,95,1,27071
2020-02-11,-5,-5,-16,-16,-16,4,-10,-11,9,234,1013,14,0.0,0.0,5.0,-11,92,1,27071
2020-02-12,-14,-14,-28,-28,-28,4,-19,-21,10,352,1020,14,1.4,1.1,5.0,-20,90,1,27071
2020-02-13,-20,-20,-33,-35,-35,2,-27,-27,6,279,1032,10,0.0,0.0,5.0,-28,94,1,27071
2020-02-14,-9,-9,-28,-26,-26,5,-19,-17,11,180,1021,16,0.1,0.0,10.0,-20,85,2,27071
2020-02-15,-6,-6,-18,-16,-16,3,-10,-7,11,283,1010,16,3.5,2.9,5.1,-12,90,1,27071
2020-02-16,-13,-13,-26,-25,-25,3,-20,-20,4,222,1023,8,0.0,0.0,6.7,-21,90,1,27071
2020-02-17,-6,-6,-15,-15,-15,3,-11,-8,5,244,1017,8,1.9,1.5,5.1,-12,90,1,27071
2020-02-18,-14,-14,-21,-25,-25,4,-16,-15,10,302,1027,14,0.3,0.2,5.1,-18,89,1,27071
2020-02-19,-17,-17,-27,-30,-30,3,-22,-22,7,290,1040,11,0.0,0.0,5.1,-23,93,1,27071
2020-02-20,-8,-8,-25,-25,-25,4,-17,-16,9,230,1036,15,0.0,0.0,10.3,-18,88,2,27071
2020-02-21,-1,-1,-10,-11,-11,6,-5,-4,11,253,1017,17,0.0,0.0,8.4,-7,85,1,27071
2020-02-22,1,1,-8,-9,-9,4,-5,-3,6,233,1012,11,0.0,0.0,10.4,-5,91,2,27071
2020-02-23,0,0,-5,-7,-7,3,-2,-2,11,278,1007,16,0.6,0.6,5.2,-3,92,1,27071
2020-02-24,-1,-1,-7,-8,-8,4,-4,-4,5,326,1018,8,0.2,0.0,5.2,-5,91,1,27071
2020-02-25,-5,-5,-11,-12,-12,4,-8,-7,6,346,1030,9,0.1,0.0,5.2,-9,88,1,27071
