date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2019-01-01,8,8,4,5,5,4,7,6,11,280,1015,17,5.9,0.0,4.8,5,88,2,54077
2019-01-02,3,3,0,0,0,5,2,1,5,181,1022,6,0.5,0.3,8.2,0,82,2,54077
2019-01-03,4,4,1,1,1,3,3,3,4,260,1018,14,1.4,1.0,8.2,0,81,1,54077
2019-01-04,6,6,2,3,3,6,4,4,4,110,1010,9,1.9,0.0,8.2,1,81,1,54077
2019-01-05,6,6,2,1,1,4,3,4,6,279,1010,14,24.1,0.0,6.5,2,83,1,54077
2019-01-06,5,5,0,1,1,4,3,3,6,288,1024,12,1.4,0.3,6.5,-1,80,1,54077
2019-01-07,7,7,-2,1,1,6,4,4,7,126,1021,13,1.5,0.0,6.5,-1,70,1,54077
2019-01-08,9,9,6,4,4,5,7,7,11,233,1014,20,10.2,0.0,4.9,3,78,2,54077
2019-01-09,1,1,-3,-6,-6,1,0,-1,13,286,1016,22,8.4,6.5,4.9,-5,74,1,54077
2019-01-10,-1,-1,-6,-9,-9,1,-4,-3,9,297,1023,18,3.9,3.6,4.9,-8,72,1,54077
2019-01-11,-2,-2,-8,-8,-8,4,-5,-4,3,276,1029,7,0.9,0.9,8.2,-11,64,1,54077
2019-01-12,0,0,-4,-2,-2,4,-1,-1,2,112,1029,6,5.1,3.4,4.9,-6,71,1,54077
2019-01-13,-1,-1,-3,-5,-5,3,-2,-2,4,109,1025,10,3.5,3.7,4.9,-5,83,1,54077
2019-01-14,-1,-1,-6,-5,-5,2,-3,-3,3,260,1025,5,2.4,2.0,4.9,-6,81,1,54077
2019-01-15,0,0,-5,-6,-6,2,-3,-2,6,246,1024,12,1.0,0.9,4.9,-6,81,1,54077
2019-01-16,2,2,-3,-4,-4,1,-1,0,6,261,1021,14,3.6,2.8,4.9,-3,82,1,54077
2019-01-17,1,1,-5,-4,-4,2,-2,-1,4,158,1021,6,3.5,2.4,4.9,-4,85,1,54077
2019-01-18,1,1,-1,-2,-2,2,0,0,5,267,1018,9,4.2,4.2,4.9,0,93,1,54077
2019-01-19,1,1,-1,-3,-3,2,1,0,9,130,1012,14,22.7,0.0,4.9,-1,88,1,54077
2019-01-20,-6,-6,-11,-12,-12,1,-6,-8,10,312,1010,18,33.4,11.3,4.9,-9,80,1,54077
2019-01-21,-11,-11,-18,-21,-21,1,-15,-14,6,290,1031,14,2.0,1.7,5.0,-19,71,1,54077
2019-01-22,1,1,-11,-8,-8,6,-5,-3,5,130,1030,9,0.0,0.0,9.9,-13,56,2,54077
2019-01-23,10,10,6,5,5,4,7,8,8,169,1015,16,10.8,0.0,8.3,2,68,2,54077
2019-01-24,5,5,-2,-1,-1,2,2,1,6,285,1007,14,52.9,14.1,5.0,1,91,1,54077
2019-01-25,-8,-8,-11,-14,-14,3,-9,-9,8,262,1020,16,2.0,1.7,8.3,-12,70,1,54077
2019-01-26,-4,-4,-8,-9,-9,5,-5,-6,6,237,1024,12,0.6,0.3,5.0,-11,66,1,54077
2019-01-27,-1,-1,-3,-6,-6,4,-2,-2,7,260,1017,16,3.2,2.6,6.7,-6,73,1,54077
2019-01-28,1,1,-6,-3,-3,6,-1,-1,4,167,1015,8,0.0,0.0,10.1,-8,64,2,54077
2019-01-29,0,0,-4,-7,-7,2,-2,-2,8,248,1010,15,7.1,5.4,5.0,-5,83,1,54077
2019-01-30,-12,-12,-16,-23,-23,4,-14,-14,14,276,1020,17,1.9,0.6,6.7,-21,56,1,54077
2019-01-31,-14,-14,-20,-23,-23,6,-16,-16,8,249,1030,11,0.0,0.0,10.1,-24,48,2,54077
2019-02-01,-3,-3,-7,-7,-7,1,-5,-5,4,246,1028,6,11.4,8.7,5.1,-10,78,1,54077
2019-02-02,1,1,-4,-4,-4,2,-2,-1,4,236,1025,11,0.0,0.0,10.2,-3,87,2,54077
2019-02-03,9,9,3,6,6,4,6,6,4,219,1019,9,0.0,0.0,10.0,3,81,2,54077
2019-02-04,12,12,3,8,8,6,8,9,6,175,1015,9,0.6,0.0,10.2,5,81,3,54077
2019-02-05,10,10,9,8,8,3,9,10,4,252,1017,7,5.5,0.0,5.1,8,97,2,54077
2019-02-06,12,12,8,10,10,4,11,10,6,157,1017,11,17.7,0.0,5.1,10,94,3,54077
2019-02-07,14,14,11,13,13,3,13,13,6,171,1014,10,13.2,0.0,5.1,12,94,3,54077
2019-02-08,2,2,-2,-3,-3,3,1,0,13,261,1023,22,11.8,0.0,5.1,-4,68,1,54077
2019-02-09,-3,-3,-6,-8,-8,12,-5,-4,4,293,1039,10,0.0,0.0,10.3,-13,49,2,54077
2019-02-10,2,2,-10,-2,-2,6,-1,-1,3,173,1032,6,4.9,3.3,8.4,-9,58,1,54077
2019-02-11,5,5,1,1,1,4,3,3,4,148,1024,7,25.8,1.4,5.2,1,83,1,54077
2019-02-12,5,5,1,0,0,4,3,4,12,149,1009,19,35.6,0.0,5.2,3,87,1,54077
2019-02-13,0,0,-3,-7,-7,4,-1,-1,16,258,1013,25,7.2,0.2,5.2,-6,68,1,54077
2019-02-14,8,8,-3,2,2,8,4,4,8,194,1015,13,0.0,0.0,10.4,-5,54,1,54077
2019-02-15,8,8,5,5,5,7,7,7,7,255,1008,17,0.7,0.2,5.2,1,76,2,54077
2019-02-16,1,1,-6,-5,-5,9,-2,-2,5,342,1012,6,0.0,0.0,10.5,-7,72,2,54077
2019-02-17,4,4,-3,-2,-2,8,1,1,5,122,1011,10,4.2,0.0,6.8,-2,79,1,54077
2019-02-18,1,1,-2,-3,-3,3,0,-1,7,276,1020,18,8.7,6.1,5.3,-2,82,1,54077
2019-02-19,2,2,-7,-3,-3,5,-2,-2,4,325,1032,5,0.1,0.1,10.9,-7,72,2,54077
2019-02-20,6,6,-2,0,0,3,3,1,7,133,1019,16,44.8,2.5,5.5,2,91,1,54077
2019-02-21,6,6,1,3,3,4,5,4,7,265,1020,14,6.8,0.9,8.5,1,77,1,54077
2019-02-22,6,6,-2,3,3,6,4,3,3,22,1027,4,0.0,0.0,11.0,-1,76,2,54077
2019-02-23,7,7,2,3,3,10,6,5,6,127,1021,13,0.2,0.0,7.0,4,88,2,54077
2019-02-24,9,9,5,7,7,2,8,8,14,248,1004,24,47.6,0.0,5.7,4,75,2,54077
2019-02-25,5,5,-4,-3,-3,5,1,1,11,272,1021,23,0.2,0.2,11.5,-7,57,2,54077
2019-02-26,6,6,-6,-3,-3,6,0,1,5,281,1029,8,0.0,0.0,11.5,-7,55,1,54077
2019-02-27,1,1,-3,-3,-3,6,0,0,5,215,1025,10,0.1,0.0,11.5,-7,61,2,54077
2019-02-28,2,2,-4,-3,-3,4,-1,0,4,338,1025,8,0.7,0.4,10.1,-8,61,2,54077
2019-03-01,5,5,-3,-1,-1,2,1,2,5,93,1023,6,8.5,1.5,5.8,-6,61,1,54077
2019-03-02,2,2,-4,-5,-5,4,0,0,9,263,1018,8,3.7,3.3,5.8,-6,65,1,54077
2019-03-03,-2,-2,-7,-8,-8,1,-3,-3,7,55,1022,4,23.2,18.9,5.8,-10,60,1,54077
2019-03-04,-5,-5,-11,-12,-12,2,-7,-6,9,273,1021,14,5.3,5.0,5.8,-9,80,1,54077
2019-03-05,-6,-6,-15,-18,-18,4,-11,-9,11,247,1021,15,1.1,0.7,5.8,-13,85,1,54077
2019-03-06,-7,-7,-15,-19,-19,3,-12,-10,11,271,1026,16,1.6,1.4,5.9,-14,82,1,54077
2019-03-07,-2,-2,-14,-12,-12,5,-7,-5,7,276,1028,10,0.4,0.2,5.9,-10,82,1,54077
2019-03-08,2,2,-7,-4,-4,3,-2,0,3,164,1025,5,3.5,2.9,5.9,-4,86,1,54077
2019-03-09,8,8,-5,-1,-1,4,2,4,8,117,1021,13,3.7,0.0,10.2,0,87,1,54077
2019-03-10,10,10,4,5,5,5,8,9,13,253,1015,21,14.2,0.0,7.3,5,86,2,54077
2019-03-11,8,8,-2,-1,-1,6,3,4,11,274,1024,16,0.0,0.0,11.6,-3,68,2,54077
