date,tempC,maxtempC,mintempC,WindChillC,FeelsLikeC,visibilityMiles,HeatIndexC,avgtempC,windspeedMiles,winddirDegree,pressure,WindGustMiles,precipMM,totalSnow_cm,sunHour,DewPointC,humidity,uvIndex,fips
2020-01-22,3,3,-8,-5,-5,6,-3,-1,3,270,1030,6,0.0,0.0,8.7,-10,61,2,9011
2020-01-23,5,5,-3,-2,-2,6,0,1,4,228,1028,7,0.0,0.0,7.0,-6,65,1,9011
2020-01-24,6,6,-1,0,0,5,2,3,4,55,1029,7,0.0,0.0,8.7,-4,69,2,9011
2020-01-25,9,9,-1,1,1,4,5,6,12,99,1018,19,16.8,0.0,3.6,4,92,2,9011
2020-01-26,7,7,1,1,1,4,4,5,7,260,1007,11,7.3,0.0,7.0,1,84,1,9011
2020-01-27,6,6,-1,-1,-1,6,2,3,8,264,1004,12,0.1,0.0,7.0,-2,79,1,9011
2020-01-28,5,5,-2,-3,-3,6,1,2,8,316,1007,11,0.0,0.0,8.7,-4,71,1,9011
2020-01-29,3,3,-4,-4,-4,6,-1,1,6,339,1016,9,0.0,0.0,10.0,-8,60,2,9011
2020-01-30,3,3,-5,-4,-4,6,-2,-1,4,145,1025,6,0.0,0.0,8.3,-12,47,1,9011
2020-01-31,5,5,-3,-2,-2,5,0,2,3,212,1026,5,0.0,0.0,10.0,-4,74,2,9011
2020-02-01,6,6,1,2,2,2,2,4,2,204,1013,4,0.1,0.0,5.0,2,93,1,9011
2020-02-02,5,5,-1,-1,-1,4,1,3,5,279,1000,8,0.1,0.0,6.7,-2,81,1,9011
2020-02-03,7,7,-2,-1,-1,4,2,4,6,280,1007,10,0.0,0.0,10.5,-1,82,2,9011
2020-02-04,10,10,2,5,5,5,6,7,4,191,1009,7,0.1,0.0,5.3,4,88,2,9011
2020-02-05,5,5,2,1,1,5,3,4,6,334,1016,10,5.7,0.0,6.8,-1,73,1,9011
2020-02-06,6,6,1,1,1,3,3,4,5,68,1006,9,15.5,0.0,5.3,3,94,1,9011
2020-02-07,13,13,-2,1,1,4,5,9,15,209,988,23,5.9,0.0,5.3,2,84,2,9011
2020-02-08,3,3,-3,-6,-6,6,-1,0,9,266,1019,13,0.1,0.0,8.5,-10,52,1,9011
2020-02-09,4,4,-4,-3,-3,6,0,1,5,152,1032,8,0.1,0.0,6.9,-7,63,1,9011
2020-02-10,5,5,0,0,0,3,4,4,10,226,1022,17,10.1,0.0,5.3,3,91,1,9011
2020-02-11,6,6,4,4,4,4,5,6,3,47,1013,5,17.3,0.0,5.3,5,98,2,9011
2020-02-12,5,5,-1,-1,-1,6,2,3,8,276,1019,12,0.1,0.0,10.7,-3,69,2,9011
2020-02-13,10,10,2,4,4,4,7,8,7,249,1006,11,17.1,0.0,5.4,4,92,2,9011
2020-02-14,-2,-2,-8,-9,-9,6,-4,-3,9,327,1022,13,0.0,0.0,10.7,-12,54,2,9011
2020-02-15,-2,-2,-10,-10,-10,6,-6,-5,6,216,1033,8,0.0,0.0,10.0,-17,43,1,9011
2020-02-16,4,4,-3,-3,-3,6,1,2,8,227,1021,13,0.0,0.0,5.4,-5,67,1,9011
2020-02-17,6,6,-2,-1,-1,6,2,3,6,319,1024,10,0.0,0.0,10.8,-4,71,2,9011
2020-02-18,6,6,-2,-1,-1,4,2,4,7,128,1024,11,1.2,0.0,5.4,1,85,1,9011
2020-02-19,5,5,-6,-2,-2,5,2,3,10,305,1022,14,0.2,0.0,10.9,-4,65,2,9011
2020-02-20,1,1,-5,-6,-6,6,-2,-1,7,295,1030,9,0.0,0.0,10.1,-13,45,1,9011
2020-02-21,0,0,-8,-8,-8,6,-4,-3,6,330,1029,9,0.0,0.0,10.9,-18,34,2,9011
2020-02-22,6,6,-4,-2,-2,6,1,2,7,254,1023,11,0.0,0.0,11.0,-10,47,2,9011
2020-02-23,9,9,-2,1,1,6,3,5,5,233,1021,9,0.0,0.0,11.0,-3,67,3,9011
2020-02-24,12,12,0,3,3,6,5,8,6,203,1017,9,0.0,0.0,10.1,0,73,3,9011
2020-02-25,12,12,4,6,6,4,7,8,3,127,1013,4,3.1,0.0,7.0,4,84,2,9011
2020-02-26,7,7,5,2,2,4,6,6,12,80,1013,19,3.5,0.0,5.5,4,89,2,9011
2020-02-27,9,9,0,0,0,4,5,6,24,257,998,36,35.5,0.0,7.1,0,73,2,9011
2020-02-28,3,3,-2,-6,-6,5,0,1,21,253,1009,28,0.0,0.0,11.1,-10,46,2,9011
2020-02-29,1,1,-4,-7,-7,4,-1,0,15,273,1010,19,0.2,0.0,8.6,-10,49,1,9011
2020-03-01,2,2,-5,-8,-8,6,-2,-1,13,307,1018,17,0.0,0.0,11.2,-12,48,2,9011
2020-03-02,8,8,-1,2,2,5,5,6,13,202,1016,22,0.3,0.0,11.2,0,70,3,9011
2020-03-03,10,10,5,5,5,4,8,9,12,200,1006,21,4.8,0.0,5.6,7,91,2,9011
2020-03-04,8,8,5,3,3,5,7,7,18,261,1004,29,4.1,0.0,11.3,2,70,3,9011
2020-03-05,7,7,2,1,1,6,5,5,11,275,1017,16,0.5,0.0,11.3,-1,66,3,9011
2020-03-06,7,7,2,1,1,5,5,6,14,85,1013,20,0.5,0.0,5.7,0,73,2,9011
2020-03-07,6,6,0,-3,-3,4,2,3,16,341,1019,22,0.7,0.0,10.1,-6,54,2,9011
2020-03-08,8,8,1,1,1,6,4,6,12,256,1027,20,0.0,0.0,11.4,-5,51,3,9011
2020-03-09,12,12,5,6,6,6,9,10,14,242,1026,27,0.0,0.0,10.1,2,63,2,9011
2020-03-10,12,12,8,8,8,6,10,11,14,222,1018,27,1.0,0.0,10.1,7,78,4,9011
2020-03-11,10,10,5,5,5,6,8,8,8,282,1018,13,0.0,0.0,10.1,1,64,2,9011
2020-03-12,8,8,2,3,3,6,6,6,9,122,1022,13,0.1,0.0,10.1,3,84,2,9011
2020-03-13,13,13,7,6,6,5,10,11,18,217,1013,33,12.5,0.0,7.2,7,84,3,9011
